case_id,model_name,layer,ffn_pos,ffn_neg,attn_pos,attn_neg,ffn_delta,attn_delta,pos_total,neg_total,total_delta
2295,gpt2-small,0,8.60938,-3.37891,2.64453,1.00781,-11.98829,-1.63672,11.25391,-2.3710999999999998,-13.62501
2295,gpt2-small,1,1.7168,-2.52344,0.14246,0.35449,-4.24024,0.21203000000000002,1.8592600000000001,-2.1689499999999997,-4.02821
2295,gpt2-small,2,0.97021,-4.22266,-0.21497,-0.93896,-5.19287,-0.72399,0.75524,-5.16162,-5.91686
2295,gpt2-small,3,2.45508,-5.73047,-0.15283,0.05771,-8.185550000000001,0.21054,2.3022500000000004,-5.67276,-7.975010000000001
2295,gpt2-small,4,4.21094,-1.50391,1.00195,2.9043,-5.71485,1.9023500000000002,5.21289,1.40039,-3.8125
2295,gpt2-small,5,6.75781,-2.84375,1.51855,1.37793,-9.60156,-0.14061999999999997,8.27636,-1.46582,-9.742180000000001
2295,gpt2-small,6,2.80859,-7.45703,1.85742,0.08307,-10.26562,-1.77435,4.66601,-7.373959999999999,-12.03997
2295,gpt2-small,7,3.66602,-0.22107,0.30054,1.25781,-3.88709,0.9572700000000001,3.96656,1.03674,-2.92982
2295,gpt2-small,8,4.96484,-1.20898,2.5918,0.41089,-6.173819999999999,-2.18091,7.55664,-0.79809,-8.35473
2295,gpt2-small,9,6.89453,-6.85938,9.10938,2.42188,-13.75391,-6.6875,16.003909999999998,-4.4375,-20.441409999999998
2295,gpt2-small,10,34.90625,-11.08594,3.05859,3.00195,-45.99219,-0.056640000000000246,37.96484,-8.08399,-46.04883
2295,gpt2-small,11,34.71875,-3.14648,5.35156,2.90234,-37.86523,-2.44922,40.07031,-0.2441399999999998,-40.31445
2295,pythia-160m,0,0.86084,1.24609,0.28394,0.13,0.38524999999999987,-0.15394000000000002,1.1447800000000001,1.37609,0.2313099999999999
2295,pythia-160m,1,-0.854,-0.48169,-0.56055,-2.11523,0.37231,-1.5546799999999998,-1.41455,-2.59692,-1.18237
2295,pythia-160m,2,0.88281,0.5293,2.64648,1.73242,-0.35351,-0.9140599999999999,3.52929,2.26172,-1.26757
2295,pythia-160m,3,-0.45874,1.59766,0.29907,1.11719,2.0564,0.81812,-0.15966999999999998,2.71485,2.8745200000000004
2295,pythia-160m,4,-0.08905,-1.0332,-0.81592,-1.09277,-0.9441499999999999,-0.27685000000000004,-0.9049699999999999,-2.1259699999999997,-1.2209999999999996
2295,pythia-160m,5,-1.12598,-1.41992,1.18359,0.39209,-0.2939400000000001,-0.7914999999999999,0.05760999999999994,-1.02783,-1.08544
2295,pythia-160m,6,1.34082,-0.88184,-1.49902,-0.45508,-2.22266,1.04394,-0.15820000000000012,-1.3369199999999999,-1.1787199999999998
2295,pythia-160m,7,-3.18164,-2.31641,0.88037,0.95117,0.8652299999999999,0.07079999999999997,-2.3012699999999997,-1.36524,0.9360299999999997
2295,pythia-160m,8,3.9668,1.09766,0.72607,0.63672,-2.86914,-0.08935000000000004,4.69287,1.73438,-2.9584900000000003
2295,pythia-160m,9,4.80078,-0.01707,0.2561,0.96387,-4.81785,0.70777,5.05688,0.9468,-4.11008
2295,pythia-160m,10,4.12891,1.04297,1.71289,1.86328,-3.0859400000000003,0.15039000000000002,5.8418,2.90625,-2.93555
2295,pythia-160m,11,62.0,13.3125,4.69531,5.49219,-48.6875,0.7968799999999998,66.69531,18.80469,-47.890620000000006
