case_id,model_name,layer,ffn_pos,ffn_neg,attn_pos,attn_neg,ffn_delta,attn_delta,pos_total,neg_total,total_delta
14748,gpt2-small,0,6.65625,-1.7627,2.38867,1.77051,-8.41895,-0.6181599999999998,9.04492,0.007810000000000095,-9.037109999999998
14748,gpt2-small,1,1.9707,0.47974,0.50537,0.63086,-1.4909599999999998,0.12549,2.47607,1.1106,-1.36547
14748,gpt2-small,2,0.85547,-2.14648,1.31836,-0.89307,-3.00195,-2.21143,2.1738299999999997,-3.03955,-5.21338
14748,gpt2-small,3,3.80469,-1.39551,2.80273,1.55371,-5.2002,-1.24902,6.607419999999999,0.1581999999999999,-6.4492199999999995
14748,gpt2-small,4,5.35938,-2.30664,0.96729,2.00781,-7.66602,1.0405200000000001,6.32667,-0.2988299999999997,-6.6255
14748,gpt2-small,5,7.50781,-2.80469,2.48828,1.78906,-10.3125,-0.69922,9.99609,-1.0156299999999998,-11.01172
14748,gpt2-small,6,-1.18555,-4.76562,2.28516,1.42578,-3.58007,-0.8593799999999998,1.0996099999999998,-3.33984,-4.43945
14748,gpt2-small,7,4.30469,-6.52344,1.40723,1.75195,-10.82813,0.3447199999999999,5.71192,-4.77149,-10.48341
14748,gpt2-small,8,2.44141,-7.96875,0.87158,1.48926,-10.41016,0.61768,3.31299,-6.47949,-9.792480000000001
14748,gpt2-small,9,5.53906,-7.28125,1.21387,-0.57227,-12.82031,-1.78614,6.75293,-7.85352,-14.606449999999999
14748,gpt2-small,10,-2.3418,-15.60156,1.1748,2.31445,-13.25976,1.1396499999999998,-1.167,-13.287109999999998,-12.120109999999999
14748,gpt2-small,11,14.61719,-5.08203,6.08594,3.01367,-19.69922,-3.07227,20.70313,-2.0683599999999998,-22.77149
14748,pythia-160m,0,1.21582,-0.32837,-2.66797,-2.2793,-1.54419,0.38866999999999985,-1.45215,-2.60767,-1.15552
14748,pythia-160m,1,0.91016,-1.06348,-0.6084,-0.77246,-1.97364,-0.16405999999999998,0.3017599999999999,-1.83594,-2.1376999999999997
14748,pythia-160m,2,1.44531,0.76416,0.35449,0.22534,-0.6811500000000001,-0.12915000000000001,1.7998,0.9894999999999999,-0.8103000000000001
14748,pythia-160m,3,-0.23352,0.70117,-0.95508,-0.76514,0.93469,0.18994,-1.1886,-0.06397000000000008,1.12463
14748,pythia-160m,4,-0.38208,2.53516,0.28638,0.83838,2.9172399999999996,0.552,-0.09569999999999995,3.3735399999999998,3.4692399999999997
14748,pythia-160m,5,0.05075,-1.20117,-0.59717,-0.3374,-1.2519200000000001,0.25977,-0.54642,-1.53857,-0.99215
14748,pythia-160m,6,1.2627,-0.17676,0.85791,1.4209,-1.43946,0.5629900000000001,2.12061,1.24414,-0.8764700000000001
14748,pythia-160m,7,1.375,0.4939,0.68896,1.28027,-0.8811,0.59131,2.06396,1.77417,-0.28978999999999977
14748,pythia-160m,8,3.07031,3.43555,1.30273,1.82129,0.36524,0.5185600000000001,4.37304,5.25684,0.8838000000000008
14748,pythia-160m,9,1.81738,0.64404,2.07422,0.96875,-1.17334,-1.10547,3.8916,1.61279,-2.27881
14748,pythia-160m,10,0.66455,-0.69092,2.30273,1.99316,-1.35547,-0.3095699999999999,2.9672799999999997,1.30224,-1.6650399999999996
14748,pythia-160m,11,54.25,25.45312,4.14844,4.96484,-28.79688,0.8163999999999998,58.39844,30.417959999999997,-27.980480000000004
