case_id,model_name,layer,ffn_pos,ffn_neg,attn_pos,attn_neg,ffn_delta,attn_delta,pos_total,neg_total,total_delta
17579,gpt2-small,0,1.47852,0.66895,5.07422,3.93555,-0.80957,-1.1386700000000003,6.55274,4.6045,-1.9482400000000002
17579,gpt2-small,1,-0.91602,-0.10876,3.55664,2.06445,0.80726,-1.49219,2.6406199999999997,1.95569,-0.6849299999999998
17579,gpt2-small,2,-2.27148,-0.604,4.64453,3.3125,1.6674799999999999,-1.3320299999999996,2.3730499999999997,2.7085,0.33545000000000025
17579,gpt2-small,3,-1.91602,0.60449,4.5,2.72852,2.52051,-1.77148,2.58398,3.33301,0.7490299999999999
17579,gpt2-small,4,0.65479,1.00781,0.38501,-0.02513,0.3530200000000001,-0.41014,1.0398,0.9826800000000001,-0.05711999999999995
17579,gpt2-small,5,-2.01172,-0.89941,1.68066,0.57031,1.11231,-1.11035,-0.3310599999999999,-0.32910000000000006,0.0019599999999998508
17579,gpt2-small,6,2.71289,0.98877,10.19531,9.53125,-1.7241199999999997,-0.6640599999999992,12.908199999999999,10.52002,-2.3881799999999984
17579,gpt2-small,7,-5.96875,-3.4043,9.33594,8.51562,2.56445,-0.8203200000000006,3.367190000000001,5.11132,1.7441299999999993
17579,gpt2-small,8,12.77344,10.45312,20.96875,11.61719,-2.3203200000000006,-9.35156,33.74219,22.07031,-11.671880000000002
17579,gpt2-small,9,23.89062,20.65625,30.57812,24.21875,-3.2343699999999984,-6.359369999999998,54.46874,44.875,-9.593739999999997
17579,gpt2-small,10,47.0,38.40625,10.44531,26.85938,-8.59375,16.414070000000002,57.44531,65.26563,7.820320000000002
17579,gpt2-small,11,-32.15625,-6.87109,28.48438,37.8125,25.28516,9.328119999999998,-3.6718699999999984,30.94141,34.61328
17579,pythia-160m,0,2.78516,1.97949,0.29468,-0.49023,-0.8056699999999999,-0.78491,3.07984,1.48926,-1.5905799999999999
17579,pythia-160m,1,-0.22095,0.45825,0.05084,-0.36597,0.6792,-0.41681,-0.17011,0.09227999999999997,0.26239
17579,pythia-160m,2,0.1134,1.41797,1.17188,1.36035,1.30457,0.18846999999999992,1.28528,2.77832,1.49304
17579,pythia-160m,3,-0.03568,-0.1532,-1.55859,-1.93457,-0.11752,-0.37598,-1.5942699999999999,-2.08777,-0.49350000000000005
17579,pythia-160m,4,-0.09052,-0.99951,1.16699,1.23145,-0.90899,0.06445999999999996,1.07647,0.23193999999999992,-0.8445300000000001
17579,pythia-160m,5,0.97803,0.96045,-0.07208,-0.22156,-0.01757999999999993,-0.14948,0.9059499999999999,0.73889,-0.16705999999999988
17579,pythia-160m,6,-0.62939,0.82764,0.04108,0.27832,1.45703,0.23724,-0.58831,1.10596,1.69427
17579,pythia-160m,7,2.01172,1.35352,3.34375,4.03516,-0.6581999999999999,0.6914100000000003,5.35547,5.388680000000001,0.033210000000000406
17579,pythia-160m,8,5.78516,3.93359,6.65625,3.25195,-1.8515700000000002,-3.4043,12.441410000000001,7.18554,-5.255870000000002
17579,pythia-160m,9,0.54443,3.82031,8.64844,9.3125,3.27588,0.6640599999999992,9.192870000000001,13.13281,3.939939999999998
17579,pythia-160m,10,6.55469,8.73438,4.28516,3.81445,2.17969,-0.4707100000000004,10.83985,12.548829999999999,1.7089799999999986
17579,pythia-160m,11,48.3125,43.03125,7.91797,10.80469,-5.28125,2.8867200000000004,56.23047,53.83594,-2.394529999999996
