case_id,model_name,layer,ffn_pos,ffn_neg,attn_pos,attn_neg,ffn_delta,attn_delta,pos_total,neg_total,total_delta
18559,gpt2-small,0,7.60938,-6.21875,-0.92725,-3.0957,-13.82813,-2.16845,6.68213,-9.31445,-15.996580000000002
18559,gpt2-small,1,-0.07794,-3.10742,1.66406,0.83594,-3.02948,-0.8281200000000001,1.5861200000000002,-2.27148,-3.8576
18559,gpt2-small,2,2.69336,-3.48047,1.33789,1.04688,-6.173830000000001,-0.29101,4.03125,-2.4335899999999997,-6.46484
18559,gpt2-small,3,2.77344,-5.05078,-0.34131,-0.98926,-7.8242199999999995,-0.64795,2.43213,-6.040039999999999,-8.472169999999998
18559,gpt2-small,4,-3.0332,-2.01562,0.67432,1.7168,1.0175799999999997,1.04248,-2.35888,-0.2988200000000001,2.06006
18559,gpt2-small,5,6.36719,-4.48828,0.01595,0.50049,-10.85547,0.48453999999999997,6.38314,-3.9877899999999995,-10.37093
18559,gpt2-small,6,-0.08807,-3.28906,0.20447,2.33594,-3.20099,2.1314699999999998,0.11640000000000002,-0.9531200000000002,-1.0695200000000002
18559,gpt2-small,7,-4.23047,-11.46875,0.40503,1.41699,-7.23828,1.01196,-3.8254400000000004,-10.05176,-6.226319999999999
18559,gpt2-small,8,10.13281,-11.625,4.23047,1.29785,-21.75781,-2.9326200000000004,14.36328,-10.32715,-24.69043
18559,gpt2-small,9,23.26562,-7.80078,18.45312,4.59375,-31.066399999999998,-13.859369999999998,41.71874,-3.2070299999999996,-44.92577
18559,gpt2-small,10,39.15625,1.17871,5.37891,3.07031,-37.97754,-2.3086,44.53516,4.24902,-40.286139999999996
18559,gpt2-small,11,46.15625,9.63281,11.21094,7.65625,-36.52344,-3.554690000000001,57.36719,17.28906,-40.07813
18559,pythia-160m,0,-1.00293,-1.02148,-0.74561,-1.62891,-0.018549999999999844,-0.8833000000000001,-1.7485400000000002,-2.65039,-0.9018499999999996
18559,pythia-160m,1,-0.22327,0.86328,0.21875,-0.62158,1.0865500000000001,-0.84033,-0.004519999999999996,0.24170000000000003,0.24622000000000002
18559,pythia-160m,2,-0.20862,-0.65332,2.10156,0.81787,-0.4447,-1.28369,1.89294,0.16454999999999997,-1.72839
18559,pythia-160m,3,-0.30835,0.38623,-0.78174,-0.98828,0.69458,-0.20654000000000006,-1.09009,-0.60205,0.48804000000000003
18559,pythia-160m,4,-0.85547,-0.40747,-0.06439,0.7002,0.44799999999999995,0.7645900000000001,-0.9198599999999999,0.29273000000000005,1.21259
18559,pythia-160m,5,-0.59326,2.29297,0.41919,0.30225,2.88623,-0.11693999999999999,-0.17407,2.59522,2.76929
18559,pythia-160m,6,-0.9917,-1.11719,0.40234,0.54834,-0.12548999999999988,0.14600000000000007,-0.5893600000000001,-0.5688499999999999,0.02051000000000025
18559,pythia-160m,7,1.53125,-3.69336,0.44873,1.01562,-5.22461,0.5668899999999999,1.97998,-2.67774,-4.65772
18559,pythia-160m,8,0.93799,0.27466,2.66016,0.62305,-0.66333,-2.0371099999999998,3.59815,0.89771,-2.70044
18559,pythia-160m,9,6.16016,-1.41406,2.81836,0.7959,-7.57422,-2.02246,8.97852,-0.61816,-9.59668
18559,pythia-160m,10,12.0625,2.08789,2.13477,1.7041,-9.97461,-0.4306700000000001,14.19727,3.7919899999999997,-10.40528
18559,pythia-160m,11,61.78125,23.46875,5.44531,6.20703,-38.3125,0.7617199999999995,67.22656,29.67578,-37.55078
