case_id,model_name,layer,ffn_pos,ffn_neg,attn_pos,attn_neg,ffn_delta,attn_delta,pos_total,neg_total,total_delta
8676,gpt2-small,0,2.5293,-3.59961,3.58789,0.53857,-6.12891,-3.04932,6.11719,-3.06104,-9.17823
8676,gpt2-small,1,1.58008,0.00789,-1.77539,-0.6626,-1.57219,1.11279,-0.1953100000000001,-0.65471,-0.4593999999999999
8676,gpt2-small,2,-1.12402,-0.56689,0.02597,2.26953,0.55713,2.24356,-1.09805,1.7026400000000002,2.8006900000000003
8676,gpt2-small,3,1.73535,-2.92969,1.80273,4.02734,-4.665039999999999,2.2246099999999998,3.53808,1.0976499999999998,-2.44043
8676,gpt2-small,4,1.83496,-2.53125,0.16211,2.40039,-4.36621,2.2382799999999996,1.99707,-0.1308600000000002,-2.12793
8676,gpt2-small,5,0.52295,-6.05859,1.71191,1.77539,-6.5815399999999995,0.06347999999999998,2.2348600000000003,-4.2832,-6.51806
8676,gpt2-small,6,7.74219,-5.50391,4.375,3.70703,-13.2461,-0.66797,12.11719,-1.7968800000000003,-13.91407
8676,gpt2-small,7,-6.10938,-6.26953,4.21875,4.02734,-0.1601499999999998,-0.1914100000000003,-1.8906299999999998,-2.24219,-0.3515600000000001
8676,gpt2-small,8,-2.06836,-5.83203,3.14648,5.23047,-3.7636699999999994,2.0839900000000005,1.0781199999999997,-0.6015599999999992,-1.679679999999999
8676,gpt2-small,9,9.55469,-2.58789,-0.07288,2.88672,-12.14258,2.9596,9.481810000000001,0.29883000000000015,-9.18298
8676,gpt2-small,10,4.45703,-9.36719,2.3418,2.53516,-13.82422,0.19335999999999975,6.79883,-6.832030000000001,-13.630860000000002
8676,gpt2-small,11,10.74219,-10.78125,6.73828,2.67969,-21.52344,-4.05859,17.48047,-8.10156,-25.58203
8676,pythia-160m,0,3.32031,0.46631,2.22656,1.86035,-2.854,-0.36621000000000015,5.54687,2.32666,-3.2202100000000002
8676,pythia-160m,1,1.31934,-0.25439,0.19958,0.56689,-1.5737299999999999,0.36731,1.51892,0.3125,-1.20642
8676,pythia-160m,2,-0.85254,1.17188,3.04492,2.83008,2.02442,-0.2148399999999997,2.19238,4.00196,1.8095800000000004
8676,pythia-160m,3,1.39258,-1.22168,0.66797,3.62695,-2.61426,2.95898,2.06055,2.40527,0.3447199999999997
8676,pythia-160m,4,-1.08691,-4.27734,1.27832,1.66113,-3.1904299999999997,0.3828100000000001,0.19140999999999986,-2.6162099999999997,-2.8076199999999996
8676,pythia-160m,5,-1.02051,-0.43799,2.16406,1.18652,0.58252,-0.9775400000000001,1.14355,0.74853,-0.39502000000000004
8676,pythia-160m,6,0.15051,-0.53662,0.50391,1.11035,-0.68713,0.60644,0.65442,0.57373,-0.08069000000000004
8676,pythia-160m,7,0.17664,-0.33423,2.44727,2.91797,-0.51087,0.4706999999999999,2.62391,2.5837399999999997,-0.04017000000000026
8676,pythia-160m,8,-0.44092,-0.09698,-0.45972,0.59277,0.34393999999999997,1.0524900000000001,-0.90064,0.49579,1.39643
8676,pythia-160m,9,-3.78516,-1.93066,-0.28564,0.36743,1.8544999999999998,0.65307,-4.0708,-1.5632300000000001,2.5075700000000003
8676,pythia-160m,10,-1.22559,4.38281,0.11664,-0.0965,5.6084,-0.21314,-1.1089499999999999,4.28631,5.39526
8676,pythia-160m,11,54.34375,20.14062,4.44531,4.30078,-34.20313,-0.1445300000000005,58.78906,24.441399999999998,-34.347660000000005
