case_id,model_name,layer,ffn_pos,ffn_neg,attn_pos,attn_neg,ffn_delta,attn_delta,pos_total,neg_total,total_delta
13838,gpt2-small,0,5.03906,-0.87256,0.60254,-1.70898,-5.91162,-2.31152,5.6416,-2.58154,-8.22314
13838,gpt2-small,1,0.63525,-2.44922,2.27734,1.66309,-3.08447,-0.6142500000000002,2.9125900000000002,-0.78613,-3.6987200000000002
13838,gpt2-small,2,-0.7832,-3.54883,0.25024,0.76807,-2.7656300000000003,0.51783,-0.53296,-2.78076,-2.2478
13838,gpt2-small,3,-0.18079,-2.4043,-0.75977,-1.15723,-2.22351,-0.39746000000000004,-0.94056,-3.5615300000000003,-2.6209700000000002
13838,gpt2-small,4,-2.33789,0.20703,2.48633,-0.2373,2.54492,-2.72363,0.14844000000000035,-0.03027000000000002,-0.17871000000000037
13838,gpt2-small,5,5.05469,-1.08594,0.3811,0.49487,-6.14063,0.11376999999999998,5.43579,-0.59107,-6.02686
13838,gpt2-small,6,1.94629,4.73438,-1.76465,-1.88965,2.7880899999999995,-0.125,0.18164000000000002,2.8447299999999998,2.6630899999999995
13838,gpt2-small,7,-2.79883,-4.32812,2.11328,-1.95898,-1.52929,-4.07226,-0.6855500000000001,-6.287100000000001,-5.6015500000000005
13838,gpt2-small,8,-0.76074,3.32812,1.78906,-0.82422,4.08886,-2.61328,1.0283200000000001,2.5039000000000002,1.4755800000000001
13838,gpt2-small,9,-2.56055,-5.125,-0.59717,-1.2793,-2.56445,-0.6821300000000001,-3.1577200000000003,-6.4043,-3.24658
13838,gpt2-small,10,-1.46973,-8.17188,1.11914,-0.23047,-6.70215,-1.34961,-0.35058999999999996,-8.40235,-8.05176
13838,gpt2-small,11,-1.74316,-8.20312,0.98828,0.6333,-6.459960000000001,-0.3549800000000001,-0.75488,-7.56982,-6.81494
13838,pythia-160m,0,0.39648,0.46973,2.37109,0.80957,0.07324999999999998,-1.5615200000000002,2.76757,1.2793,-1.48827
13838,pythia-160m,1,-1.05078,-0.14783,-0.55908,-0.77588,0.90295,-0.2168,-1.60986,-0.92371,0.68615
13838,pythia-160m,2,-0.81836,-1.61621,-1.22754,-0.62012,-0.79785,0.6074200000000001,-2.0459,-2.2363299999999997,-0.19042999999999966
13838,pythia-160m,3,0.25391,-0.42383,-1.14258,1.8623,-0.67774,3.00488,-0.8886699999999998,1.4384700000000001,2.32714
13838,pythia-160m,4,2.15039,0.94482,1.02148,-0.08527,-1.2055699999999998,-1.10675,3.1718699999999997,0.85955,-2.3123199999999997
13838,pythia-160m,5,0.93115,0.70166,-0.05994,0.2428,-0.22949000000000008,0.30274,0.87121,0.94446,0.07324999999999993
13838,pythia-160m,6,0.13306,-0.58789,-0.28564,-0.09808,-0.72095,0.18756,-0.15258,-0.68597,-0.53339
13838,pythia-160m,7,-1.94141,-0.27173,1.58203,0.54297,1.66968,-1.03906,-0.35938000000000003,0.2712399999999999,0.63062
13838,pythia-160m,8,0.0321,-0.08472,0.00324,0.87061,-0.11682000000000001,0.86737,0.035339999999999996,0.78589,0.7505499999999999
13838,pythia-160m,9,3.74023,-0.42822,-1.45508,0.62402,-4.16845,2.0791,2.28515,0.19580000000000003,-2.0893499999999996
13838,pythia-160m,10,-3.30078,0.35425,1.22461,1.04883,3.65503,-0.17578000000000005,-2.0761700000000003,1.4030799999999999,3.4792500000000004
13838,pythia-160m,11,7.19531,29.15625,4.35547,4.53906,21.96094,0.1835899999999997,11.55078,33.69531,22.14453
