case_id,model_name,layer,ffn_pos,ffn_neg,attn_pos,attn_neg,ffn_delta,attn_delta,pos_total,neg_total,total_delta
18316,gpt2-small,0,-0.28735,-0.49512,-1.91113,-1.31348,-0.20777,0.59765,-2.19848,-1.8086,0.38988
18316,gpt2-small,1,-0.67578,-0.00016,4.30469,2.86328,0.67562,-1.4414099999999999,3.62891,2.86312,-0.76579
18316,gpt2-small,2,1.84863,0.93945,5.23438,4.63281,-0.90918,-0.6015699999999997,7.08301,5.57226,-1.5107499999999998
18316,gpt2-small,3,-1.24023,-0.42065,3.35938,2.20312,0.81958,-1.1562599999999996,2.11915,1.7824700000000002,-0.33667999999999965
18316,gpt2-small,4,-1.85645,-0.96436,0.08887,1.72363,0.8920899999999999,1.63476,-1.76758,0.75927,2.52685
18316,gpt2-small,5,-3.23438,0.0202,10.32031,7.59766,3.25458,-2.722649999999999,7.085929999999999,7.61786,0.5319300000000009
18316,gpt2-small,6,10.67969,5.12109,3.66016,3.10156,-5.558600000000001,-0.5585999999999998,14.33985,8.22265,-6.1172
18316,gpt2-small,7,5.19531,5.73828,15.13281,11.98438,0.5429699999999995,-3.1484299999999994,20.32812,17.722659999999998,-2.6054600000000008
18316,gpt2-small,8,37.125,18.70312,36.375,24.09375,-18.42188,-12.28125,73.5,42.79687,-30.70313
18316,gpt2-small,9,25.17188,23.90625,43.3125,47.84375,-1.2656300000000016,4.53125,68.48438,71.75,3.2656199999999984
18316,gpt2-small,10,27.14062,32.09375,18.64062,21.375,4.953130000000002,2.7343800000000016,45.78124,53.46875,7.687510000000003
18316,gpt2-small,11,-19.9375,-8.75,17.65625,32.90625,11.1875,15.25,-2.28125,24.15625,26.4375
18316,pythia-160m,0,2.16016,2.27734,0.57373,0.91455,0.11718000000000028,0.34082,2.7338899999999997,3.19189,0.4580000000000002
18316,pythia-160m,1,-0.92383,-0.70215,-1.16309,-0.78174,0.22168,0.38134999999999997,-2.08692,-1.4838900000000002,0.60303
18316,pythia-160m,2,-0.54736,0.59082,0.99268,0.99658,1.13818,0.0039000000000000146,0.44532000000000005,1.5874000000000001,1.14208
18316,pythia-160m,3,0.15344,-1.03223,-0.92822,1.17188,-1.18567,2.1001000000000003,-0.77478,0.13965000000000005,0.9144300000000001
18316,pythia-160m,4,-0.06445,-0.45288,2.60938,2.14648,-0.38843,-0.46289999999999987,2.54493,1.6936,-0.8513299999999999
18316,pythia-160m,5,0.75879,0.75391,1.85156,1.10156,-0.0048799999999999955,-0.75,2.61035,1.85547,-0.75488
18316,pythia-160m,6,-1.04297,0.08087,1.28711,1.69922,1.12384,0.41211,0.24414000000000002,1.78009,1.53595
18316,pythia-160m,7,-0.00513,0.1908,6.44141,6.04688,0.19593,-0.3945300000000005,6.43628,6.23768,-0.1985999999999999
18316,pythia-160m,8,5.13281,3.24219,5.98828,4.95703,-1.8906200000000002,-1.03125,11.121089999999999,8.19922,-2.9218699999999984
18316,pythia-160m,9,3.75391,-1.75391,6.15234,5.84375,-5.50782,-0.3085899999999997,9.90625,4.08984,-5.81641
18316,pythia-160m,10,6.86328,9.19531,6.5625,7.34375,2.3320299999999996,0.78125,13.42578,16.53906,3.1132799999999996
18316,pythia-160m,11,51.84375,50.15625,5.89062,6.9375,-1.6875,1.0468799999999998,57.73437,57.09375,-0.6406199999999984
